company,director,genre,name,rating,star,writer
Rastar Pictures,Herbert Ross,Comedy,The Secret of My Succe$s,PG-13,Michael J. Fox,Jim Cash
Applied Action,Tom Mankiewicz,Comedy,Dragnet,PG-13,Dan Aykroyd,Dan Aykroyd
British Screen Productions,Alan Clarke,Comedy,"Rita, Sue and Bob Too",R,Siobhan Finneran,Andrea Dunbar
TriStar Pictures,Blake Edwards,Comedy,Blind Date,PG-13,Kim Basinger,Dale Launer
New World Pictures,Ethan Wiley,Comedy,House II: The Second Story,PG-13,Arye Gross,Fred Dekker
Warner Bros.,Jim Drake,Comedy,Police Academy 4: Citizens on Patrol,PG,Steve Guttenberg,Neal Israel
Atlantic Entertainment Group,Rod Amateau,Adventure,The Garbage Pail Kids Movie,PG,Anthony Newley,Linda Palmer
Orion Pictures,Danny DeVito,Comedy,Throw Momma from the Train,PG-13,Danny DeVito,Stu Silver
Incorporated Television Company (ITC),Joseph Ruben,Horror,The Stepfather,R,Terry O'Quinn,Carolyn Lefcourt
Heron Communications,Jack Sholder,Action,The Hidden,R,Kyle MacLachlan,Jim Kouf
Universal Pictures,Joe Dante,Comedy,Amazon Women on the Moon,R,Rosanna Arquette,Michael Barrie
Golan-Globus Productions,Barbet Schroeder,Comedy,Barfly,R,Mickey Rourke,Charles Bukowski
Universal Pictures,Phil Joanou,Comedy,Three O'Clock High,PG-13,Casey Siemaszko,Richard Christian Matheson
Panorama Film A/S,Gabriel Axel,Comedy,Babette's Feast,G,Stéphane Audran,Karen Blixen
Orion Pictures,John Schlesinger,Crime,The Believers,R,Martin Sheen,Mark Frost
Amercent Films,James Toback,Comedy,The Pick-up Artist,PG-13,Molly Ringwald,James Toback
Orion Pictures,Woody Allen,Comedy,Radio Days,PG,Mia Farrow,Woody Allen
Lightyear Entertainment,Robert Altman,Comedy,Aria,R,John Hurt,Robert Altman
Emshell Producers,John R. Cherry III,Comedy,Ernest Goes to Camp,PG,Jim Varney,John R. Cherry III
Nouvelles Éditions de Films (NEF),Louis Malle,Drama,Au Revoir les Enfants,PG,Gaspard Manesse,Louis Malle
Columbia Pictures Corporation,Ridley Scott,Crime,Someone to Watch Over Me,R,Tom Berenger,Howard Franklin
"Guber-Peters Company, The",James Foley,Comedy,Who's That Girl,PG,Madonna,Andrew Smith
Universal Pictures,Richard Attenborough,Biography,Cry Freedom,PG,Denzel Washington,John Briley
Fourth Protocol,John Mackenzie,Thriller,The Fourth Protocol,R,Michael Caine,George Axelrod
Home Box Office (HBO),Hector Babenco,Drama,Ironweed,R,Jack Nicholson,William Kennedy
Amercent Films,Bob Rafelson,Crime,Black Widow,R,Debra Winger,Ronald Bass
Touchstone Pictures,John Badham,Action,Stakeout,R,Richard Dreyfuss,Jim Kouf
Imagine Films Entertainment,Rod Daniel,Comedy,Like Father Like Son,PG-13,Dudley Moore,Lorne Cameron
Pelemele Film,Percy Adlon,Comedy,Bagdad Cafe,PG,Marianne Sägebrecht,Eleonore Adlon
Cannon Group,Andrey Konchalovskiy,Drama,Shy People,R,Jill Clayburgh,Andrey Konchalovskiy
Twentieth Century Fox Film Corporation,Joe Roth,Comedy,Revenge of the Nerds II: Nerds in Paradise,PG-13,Robert Carradine,Tim Metcalfe
Simcom Limited,Bruce Pittman,Horror,Prom Night II,R,Lisa Schrage,Ron Oliver
Cannon Group,J. Lee Thompson,Action,Death Wish 4: The Crackdown,R,Charles Bronson,Brian Garfield
Amercent Films,Jonathan Kaplan,Comedy,Project X,PG,Matthew Broderick,Lawrence Lasker
Finnegan/Pinchuk Productions,William Phelps,Action,North Shore,PG,Matt Adler,William Phelps
7 Films Cinéma,Élie Chouraqui,Action,Man on Fire,R,Scott Glenn,A.J. Quinnell
Cannon Films,Ruggero Deodato,Fantasy,The Barbarians,R,David Paul,Alberto Piferi
Columbia Pictures Corporation,Elaine May,Action,Ishtar,PG-13,Warren Beatty,Elaine May
Conquering Unicorn,Robert Townsend,Comedy,Hollywood Shuffle,R,Robert Townsend,Robert Townsend
Marimark Productions,Lawrence Bassoff,Comedy,Hunk,PG,John Allen Nelson,Lawrence Bassoff
Filmhaus,David Mamet,Crime,House of Games,R,Lindsay Crouse,David Mamet
Not specified,Peter Werner,Crime,No Man's Land,R,Charlie Sheen,Dick Wolf
Trans World Entertainment (TWE),David Keith,Sci-Fi,The Curse,R,Wil Wheaton,David Chaskin
TriStar Pictures,Peter Yates,Crime,Suspect,R,Cher,Eric Roth
TriStar Pictures,Christopher Cain,Action,The Principal,R,Jim Belushi,Frank Deese
Columbia Pictures Corporation,John Boorman,Comedy,Hope and Glory,PG-13,Sarah Miles,John Boorman
Touchstone Pictures,Arthur Hiller,Comedy,Outrageous Fortune,R,Shelley Long,Leslie Dixon
Carolco Entertainment,Walter Hill,Action,Extreme Prejudice,R,Nick Nolte,John Milius
Cannon Group,Sam Firstenberg,Action,American Ninja 2: The Confrontation,R,Michael Dudikoff,Gary Conway
Cinecom Entertainment Group,John Sayles,Drama,Matewan,PG-13,Chris Cooper,John Sayles
Vista Organization,Bill Norton,Drama,Three for the Road,PG,Charlie Sheen,Richard Martini
Columbia Pictures,Paul Weiland,Action,Leonard Part 6,PG,Bill Cosby,Jonathan Reynolds
Golan-Globus Productions,Jerry Schatzberg,Crime,Street Smart,R,Christopher Reeve,David Freeman
Zenith Entertainment,Stephen Frears,Biography,Prick Up Your Ears,R,Gary Oldman,Alan Bennett
Gladden Entertainment,Michael Cimino,Action,The Sicilian,R,Christopher Lambert,Mario Puzo
Clear Type,Cheech Marin,Comedy,Born in East L.A.,R,Cheech Marin,Cheech Marin
TAFT Entertainment Pictures,Paul Schrader,Drama,Light of Day,PG-13,Michael J. Fox,Paul Schrader
Per Holst Filmproduktion,Bille August,Drama,Pelle the Conqueror,PG-13,Pelle Hvenegaard,Martin Andersen Nexø
Balcor Film Investors,Bill Froehlich,Comedy,Return to Horror High,R,Lori Lethin,Bill Froehlich
Paramount Pictures,Lyndall Hobbs,Comedy,Back to the Beach,PG,Frankie Avalon,James Komack
Vista Organization,Robert Collector,Horror,Nightflyers,R,Catherine Mary Stewart,George R.R. Martin
Metro-Goldwyn-Mayer (MGM),Tom Holland,Action,Fatal Beauty,R,Whoopi Goldberg,Bill Svanoe
Columbia Pictures Corporation,Jeff Bleckner,Adventure,White Water Summer,PG,Kevin Bacon,Manya Starr
Nelson Entertainment,Lindsay Anderson,Drama,The Whales of August,NOT RATED,Bette Davis,David Berry
De Laurentiis Entertainment Group (DEG),Bob Giraldi,Comedy,Hiding Out,PG-13,Jon Cryer,Joe Menosky
Kings Road Entertainment,Jimmy Huston,Comedy,My Best Friend Is a Vampire,PG,Robert Sean Leonard,Tab Murphy
Orion Pictures,Harley Cokeliss,Action,Malone,R,Burt Reynolds,Christopher Frank
RKO Pictures,Steven Lisberger,Comedy,Hot Pursuit,PG-13,John Cusack,Steven Lisberger
United Artists,Dennis Feldman,Action,Real Men,PG-13,Jim Belushi,Dennis Feldman
"Samuel Goldwyn Company, The",Mike Hodges,Action,A Prayer for the Dying,R,Mickey Rourke,Jack Higgins
ML Delphi Premier Productions,Francis Ford Coppola,Drama,Gardens of Stone,R,James Caan,Nicholas Proffitt
New World Pictures,Gary Sherman,Action,Wanted: Dead or Alive,R,Rutger Hauer,Michael Patrick Goodman
Bagdasarian Productions,Janice Karman,Animation,The Chipmunk Adventure,G,Ross Bagdasarian Jr.,Janice Karman
Kindred Limited Partnership,Stephen Carpenter,Horror,The Kindred,R,Rod Steiger,Stephen Carpenter
Lorimar Motion Pictures,Alan Rudolph,Comedy,Made in Heaven,PG,Timothy Hutton,Bruce A. Evans
Gladden Entertainment,Emilio Estevez,Crime,Wisdom,R,Emilio Estevez,Emilio Estevez
Columbia Pictures,Michael Radford,Crime,White Mischief,R,Sarah Miles,James Fox
Rollins-Joffe Productions,Woody Allen,Drama,September,PG,Elaine Stritch,Woody Allen
Vestron Pictures,John Huston,Drama,The Dead,PG,Anjelica Huston,Tony Huston
Independent Film Centre,Lance Hool,Action,Steel Dawn,R,Patrick Swayze,Doug Lefler
Empire Pictures,Renny Harlin,Crime,Prison,R,Lane Smith,Irwin Yablans
Warner Bros.,Martin Ritt,Drama,Nuts,R,Barbra Streisand,Tom Topor
Bandai Films,Barry Levinson,Comedy,Tin Men,R,Richard Dreyfuss,Barry Levinson
Cannon Group,Lionel Chetwynd,Drama,The Hanoi Hilton,R,Michael Moriarty,Lionel Chetwynd
De Laurentiis Entertainment Group (DEG),William Friedkin,Drama,Rampage,R,Michael Biehn,William P. Wood
Albacore Productions Inc.,Ben Bolt,Drama,The Big Town,R,Matt Dillon,Clark Howard
Channel Four Films,David Leland,Comedy,Wish You Were Here,R,Emily Lloyd,David Leland
Aurora Productions LLC,Tamar Simon Hoffs,Comedy,The Allnighter,PG-13,Susanna Hoffs,Tamar Simon Hoffs
Callender Company,Peter Greenaway,Drama,The Belly of an Architect,R,Brian Dennehy,Peter Greenaway
Hemdale,John Flynn,Action,Best Seller,R,James Woods,Larry Cohen
Lorimar Motion Pictures,Mary Lambert,Drama,Siesta,R,Ellen Barkin,Patrice Chaplin
Great American Films Limited Partnership,Michael Hoffman,Drama,Promised Land,R,Jason Gedrick,Michael Hoffman
De Laurentiis Entertainment Group (DEG),Curtis Hanson,Crime,The Bedroom Window,R,Steve Guttenberg,Anne Holden
Excelsior Film-TV,Nikita Mikhalkov,Comedy,Dark Eyes,Not specified,Marcello Mastroianni,Aleksandr Adabashyan
Vista Organization,Amy Holden Jones,Fantasy,Maid to Order,PG,Ally Sheedy,Amy Holden Jones
Island Pictures,Daniel Petrie,Drama,Square Dance,PG-13,Jason Robards,Alan Hines
Commies From Mars Corporation,Alex Cox,Action,Straight to Hell,R,Sy Richardson,Alex Cox
Nelvana,Hugh Wilson,Comedy,Burglar,R,Whoopi Goldberg,Lawrence Block
Kings Road Entertainment,Phil Alden Robinson,Comedy,In the Mood,PG-13,Patrick Dempsey,Robert Kosberg
Brooksfilms,David Hugh Jones,Biography,84 Charing Cross Road,PG,Anne Bancroft,Helene Hanff
Silent Night Releasing Corporation,Lee Harry,Horror,"Silent Night, Deadly Night 2",R,Eric Freeman,Michael Hickey
Cineplex-Odeon Films,Tony Bill,Crime,Five Corners,R,Jodie Foster,John Patrick Shanley
De Laurentiis Entertainment Group (DEG),Tom McLoughlin,Comedy,Date with an Angel,PG,Phoebe Cates,Tom McLoughlin
In-Cine Compañía Industrial Cinematográfica,Alex Cox,Biography,Walker,R,Ed Harris,Rudy Wurlitzer
Cinetel Films,Larry Cohen,Adventure,Deadly Illusion,R,Billy Dee Williams,Larry Cohen
Zenith Entertainment,Wayne Wang,Mystery,Slam Dance,R,Tom Hulce,Don Keith Opper
TriStar Pictures,Roger Young,Action,The Squeeze,PG-13,Michael Keaton,Daniel Taplitz
British Screen Productions,Terry Jones,Comedy,Personal Services,R,Julie Walters,David Leland
Golan-Globus Productions,Peter R. Hunt,Action,Assassination,PG-13,Charles Bronson,Richard Sale
Titan Productions,David DeCoteau,Horror,Creepozoids,R,Linnea Quigley,Dave Eisenstark
Great American Films Limited Partnership,Abel Ferrara,Crime,China Girl,R,James Russo,Nicholas St. John
TriStar Pictures,Robert Benton,Comedy,Nadine,PG,Jeff Bridges,Robert Benton
Metro-Goldwyn-Mayer (MGM),Arthur Penn,Drama,Dead of Winter,R,Mary Steenburgen,Marc Shmuger
Seasonal Film Corporation,Corey Yuen,Adventure,"No Retreat, No Surrender 2",R,Loren Avedon,Maria Elena Cellino
Cineplex-Odeon Films,Paul Newman,Drama,The Glass Menagerie,PG,Joanne Woodward,Tennessee Williams
Luna Films,Bigas Luna,Horror,Anguish,R,Zelda Rubinstein,Bigas Luna
Channel Four Films,Pat O'Connor,Drama,A Month in the Country,PG,Colin Firth,J.L. Carr
Conquest Productions,Jeff Burr,Action,From a Whisper to a Scream,R,Vincent Price,C. Courtney Joyner
Touchstone Pictures,Frank Perry,Comedy,Hello Again,PG,Shelley Long,Susan Isaacs
Sands,Christine Edzard,Drama,Little Dorrit,G,Derek Jacobi,Charles Dickens
Metro-Goldwyn-Mayer (MGM),Melvin Frank,Comedy,Walk Like a Man,PG,Christopher Lloyd,Robert Klane
Golan-Globus Productions,Norman Mailer,Comedy,Tough Guys Don't Dance,R,Ryan O'Neal,Norman Mailer
Warner Bros.,Michael Schultz,Comedy,Disorderlies,PG,Darren Robinson,Mark Feldberg
New World Entertainment Films,Bill Condon,Drama,"Sister, Sister",R,Eric Stoltz,Bill Condon
Barry & Enright Productions,Susan Seidelman,Comedy,Making Mr. Right,PG-13,John Malkovich,Floyd Byars
Mrs. White's Productions,Donald Cammell,Horror,White of the Eye,R,David Keith,China Kong
New Century Entertainment Corporation,Rick Rosenthal,Drama,Russkies,PG,Whip Hubley,Sheldon Lettich
Cannon Group,Jerry Belson,Comedy,Surrender,PG,Sally Field,Jerry Belson
Columbia Pictures Corporation,Bill Forsyth,Comedy,Housekeeping,PG,Christine Lahti,Marilynne Robinson
Kennedy Miller Productions,John Duigan,Drama,The Year My Voice Broke,PG-13,Noah Taylor,John Duigan
DGS Productions,Douglas Grossman,Crime,Hell High,R,Maureen Mooney,Leo Evans
Alexandre Films,Diane Kurys,Drama,A Man in Love,R,Peter Coyote,Diane Kurys
De Laurentiis Entertainment Group (DEG),Bob Clark,Comedy,From the Hip,PG,Judd Nelson,Bob Clark
Northern,Armyan Bernstein,Comedy,Cross My Heart,R,Martin Short,Armyan Bernstein
Lorimar Film Entertainment,Robert Mandel,Adventure,Big Shots,PG-13,Ricky Busker,Joe Eszterhas
Paramount Pictures,Michael Apted,Comedy,Critical Condition,R,Richard Pryor,Denis Hamill
Cinetel Films,Fred Olen Ray,Action,Cyclone,R,Heather Thomas,Paul Garson
Kings Road Entertainment,Paul Aaron,Comedy,Morgan Stewart's Coming Home,PG-13,Jon Cryer,Ken Hixon
Cinetel Films,Dorothy Ann Puzo,Action,Cold Steel,R,Brad Davis,Lisa M. Hansen
Cinema Group,Ron Link,Comedy,Zombie High,R,Virginia Madsen,Tim Doyle
Aljosha,Federico Fellini,Comedy,Intervista,Not specified,Sergio Rubini,Federico Fellini
New Line Cinema,Charlie Loventhal,Comedy,My Demon Lover,PG-13,Scott Valentine,Leslie Ray
"Cannon Group, The",David Irving,Fantasy,Rumpelstiltskin,G,Amy Irving,Jacob Grimm
Apollo Pictures,Lee H. Katzin,Action,World Gone Wild,R,Bruce Dern,Jorge Zamacona
Millennial,Peter Manoogian,Action,Enemy Territory,R,Gary Frank,Stuart Kaminsky
RAI Radiotelevisione Italiana,Peter Del Monte,Drama,Julia and Julia,R,Kathleen Turner,Peter Del Monte
Centre du Cinéma et de l'Audiovisuel de la Fédération Wallonie-Bruxelles,Dominique Deruddere,Drama,Crazy Love,Not specified,Josse De Pauw,Charles Bukowski
De Laurentiis Entertainment Group (DEG),John D. Hancock,Drama,Weeds,R,Nick Nolte,Dorothy Tristan
Flach Film,Jean-Loup Hubert,Drama,The Grand Highway,R,Anémone,Jean-Loup Hubert
Laughing Kookaburra Productions,Ken Cameron,Drama,Peter Kenna's The Good Wife,R,Rachel Ward,Peter Kenna
Kings Road Entertainment,Jerry London,Action,Rent-a-Cop,R,Burt Reynolds,Michael Blodgett
Les Films du Losange,Éric Rohmer,Comedy,Boyfriends and Girlfriends,PG,Emmanuelle Chaulet,Éric Rohmer
Channel Four Films,Stephen Frears,Comedy,Sammy and Rosie Get Laid,Not specified,Shashi Kapoor,Hanif Kureishi
Balcor Film Investors,Terry Leonard,Action,Death Before Dishonor,R,Fred Dryer,John Gatliff
Tapestry Films,Rick King,Thriller,The Killing Time,R,Beau Bridges,Don Bohlinger
Channel Four Films,Peter Richardson,Action,Eat the Rich,R,Al Pillay,Peter Richardson
Brigade Productions,Burt Kennedy,Action,The Trouble with Spies,PG-13,Donald Sutherland,Burt Kennedy
Embark Production,Joe Camp,Adventure,Benji the Hunted,G,Red Steagall,Joe Camp
First Take,Fred Walton,Crime,The Rosary Murders,R,Donald Sutherland,William X. Kienzle
The Swimming Company,Jonathan Demme,Comedy,Swimming to Cambodia,R,Spalding Gray,Spalding Gray
Not specified,Jamaa Fanaka,Comedy,Penitentiary III,R,Leon Isaac Kennedy,Jamaa Fanaka
Atlantic Entertainment Group,Robert Boris,Action,Steele Justice,R,Sela Ward,Robert Boris
Compagnie Eric Rohmer (CER),Éric Rohmer,Comedy,Four Adventures of Reinette and Mirabelle,NOT RATED,Joëlle Miquel,Éric Rohmer
New World Pictures,Robert Altman,Comedy,Beyond Therapy,R,Julie Hagerty,Christopher Durang
"Geffen Company, The",Tim Burton,Comedy,Beetlejuice,PG,Alec Baldwin,Michael McDowell
Eddie Murphy Productions,John Landis,Comedy,Coming to America,R,Eddie Murphy,Eddie Murphy
United Artists,Tom Holland,Horror,Child's Play,R,Catherine Hicks,Don Mancini
Twentieth Century Fox Film Corporation,John McTiernan,Action,Die Hard,R,Bruce Willis,Roderick Thorp
Metro-Goldwyn-Mayer (MGM),Ron Howard,Action,Willow,PG,Val Kilmer,George Lucas
New World Pictures,Michael Lehmann,Comedy,Heathers,R,Winona Ryder,Daniel Waters
United Artists,Barry Levinson,Drama,Rain Man,R,Dustin Hoffman,Barry Morrow
Alive Films,John Carpenter,Action,They Live,R,Roddy Piper,Ray Nelson
Touchstone Pictures,Robert Zemeckis,Animation,Who Framed Roger Rabbit,PG,Bob Hoskins,Gary K. Wolf
Akira Committee Company Ltd.,Katsuhiro Ôtomo,Animation,Akira,R,Nozomu Sasaki,Katsuhiro Ôtomo
American Entertainment Partners II L.P.,Penny Marshall,Comedy,Big,PG,Tom Hanks,Gary Ross
Touchstone Pictures,Roger Donaldson,Comedy,Cocktail,R,Tom Cruise,Heywood Gould
Cristaldifilm,Giuseppe Tornatore,Drama,Cinema Paradiso,R,Philippe Noiret,Giuseppe Tornatore
TriStar Pictures,Chuck Russell,Horror,The Blob,R,Shawnee Smith,Theodore Simonson
De Laurentiis Entertainment Group (DEG),Stan Winston,Fantasy,Pumpkinhead,R,Lance Henriksen,Ed Justin
Metro-Goldwyn-Mayer (MGM),Charles Crichton,Comedy,A Fish Called Wanda,R,John Cleese,John Cleese
Sarlui / Diamant,Stephen Chiodo,Comedy,Killer Klowns from Outer Space,PG-13,Grant Cramer,Charles Chiodo
Universal Pictures,Martin Brest,Action,Midnight Run,R,Robert De Niro,George Gallo
Film Futures,Tony Randel,Horror,Hellbound: Hellraiser II,R,Doug Bradley,Clive Barker
Orion Pictures,Alan Parker,Crime,Mississippi Burning,R,Gene Hackman,Chris Gerolmo
Paramount Pictures,David Zucker,Comedy,The Naked Gun: From the Files of Police Squad!,PG-13,Leslie Nielsen,Jerry Zucker
Cannon International,Newt Arnold,Action,Bloodsport,R,Jean-Claude Van Damme,Sheldon Lettich
Twentieth Century Fox Film Corporation,Mike Nichols,Comedy,Working Girl,R,Melanie Griffith,Kevin Wade
Paramount Pictures,John Cornell,Action,Crocodile Dundee II,PG,Paul Hogan,Paul Hogan
Universal Pictures,Don Bluth,Animation,The Land Before Time,G,Pat Hingle,Stu Krieger
Universal Pictures,Ivan Reitman,Comedy,Twins,PG,Arnold Schwarzenegger,William Davies
Lorimar Film Entertainment,Stephen Frears,Drama,Dangerous Liaisons,R,Glenn Close,Christopher Hampton
The Saul Zaentz Company,Philip Kaufman,Drama,The Unbearable Lightness of Being,R,Daniel Day-Lewis,Milan Kundera
Gaumont,Luc Besson,Adventure,The Big Blue,R,Jean-Marc Barr,Luc Besson
All Girl Productions,Garry Marshall,Comedy,Beaches,PG-13,Bette Midler,Iris Rainer
Trancas International Films,Dwight H. Little,Horror,Halloween 4: The Return of Michael Myers,R,Donald Pleasence,Dhani Lipsius
Morgan Creek Productions,Christopher Cain,Action,Young Guns,R,Emilio Estevez,John Fusco
Carolco Pictures,Walter Hill,Action,Red Heat,R,Arnold Schwarzenegger,Walter Hill
Night Life Inc.,Donald Petrie,Comedy,Mystic Pizza,R,Annabeth Gish,Amy Holden Jones
Carolco Pictures,Peter MacDonald,Action,Rambo III,R,Sylvester Stallone,David Morrell
Paramount Pictures,Jonathan Kaplan,Drama,Acusados,R,Kelly McGillis,Tom Topor
Universal Pictures,Martin Scorsese,Drama,The Last Temptation of Christ,R,Willem Dafoe,Nikos Kazantzakis
New Line Cinema,John Waters,Comedy,Hairspray,PG,Sonny Bono,John Waters
Orion Pictures,Frank Oz,Comedy,Dirty Rotten Scoundrels,PG,Steve Martin,Dale Launer
New Line Cinema,Renny Harlin,Horror,A Nightmare on Elm Street 4: The Dream Master,R,Robert Englund,Wes Craven
American Playhouse,Ramón Menéndez,Drama,Stand and Deliver,PG,Edward James Olmos,Ramón Menéndez
Hughes Entertainment,Howard Deutch,Comedy,The Great Outdoors,PG,Dan Aykroyd,John Hughes
DDM Film Corporation,Zalman King,Drama,Two Moon Junction,R,Sherilyn Fenn,Zalman King
The Mount Company,Ron Shelton,Comedy,Bull Durham,R,Kevin Costner,Ron Shelton
Warner Bros.,Andrew Davis,Action,Above the Law,R,Steven Seagal,Andrew Davis
De Laurentiis Entertainment Group (DEG),Julien Temple,Comedy,Earth Girls Are Easy,PG,Geena Davis,Julie Brown
Walt Disney Feature Animation,George Scribner,Animation,Oliver & Company,G,Joey Lawrence,Jim Cox
Warner Bros.,Buddy Van Horn,Action,The Dead Pool,R,Clint Eastwood,Harry Julian Fink
NBC Productions,James Signorelli,Comedy,Elvira: Mistress of the Dark,PG-13,Cassandra Peterson,Sam Egan
Paramount Pictures,Richard Donner,Comedy,Scrooged,PG-13,Bill Murray,Mitch Glazer
Cinema City Films,Robert Towne,Crime,Tequila Sunrise,R,Mel Gibson,Robert Towne
Warner Bros.,Roman Polanski,Crime,Frantic,R,Harrison Ford,Roman Polanski
Paramount Pictures,John Carl Buechler,Horror,Friday the 13th Part VII: The New Blood,R,Jennifer Banko,Daryl Haney
Twentieth Century Fox Film Corporation,Greg Beeman,Comedy,License to Drive,PG-13,Corey Haim,Neil Tolkin
Prominent Features,Terry Gilliam,Adventure,The Adventures of Baron Munchausen,PG,John Neville,Charles McKeown
